,embedding,name
160,"[1.3572806e-04 8.6326269e-05 2.7048891e-06 ... 1.7382925e-08 1.5119461e-08
 9.3770019e-08]",embedding_isic_subset11
161,"[4.6089580e-04 7.3690724e-04 5.6809266e-05 ... 6.5934785e-07 3.5999104e-08
 9.9495665e-08]",embedding_chest_subset87
162,"[1.2991870e-03 2.1200203e-03 1.3092997e-04 ... 2.6014129e-06 8.9431512e-07
 6.8135620e-08]",embedding_chest_subset60
163,"[1.0111547e-06 2.7305438e-07 2.4916034e-07 ... 4.7516795e-09 3.5467591e-09
 2.6389229e-09]",embedding_kimia_subset26
164,"[2.6168176e-05 1.9187903e-05 1.8506266e-06 ... 2.4217023e-08 4.3706269e-08
 3.6507391e-08]",embedding_sti10_subset87
165,"[7.3476131e-06 8.1756589e-06 3.3015656e-06 ... 2.5264640e-08 1.0003707e-08
 9.9711883e-09]",embedding_textures_subset11
166,"[1.4511669e-05 7.2766848e-06 8.5667006e-07 ... 7.0251414e-09 2.9606117e-08
 6.9112009e-09]",embedding_stl10_subset3
167,"[3.3387460e-06 2.8667334e-06 8.9152348e-07 ... 8.4450225e-09 2.0005091e-08
 2.1577698e-08]",embedding_textures_subset55
168,"[3.5342314e-06 3.7113423e-07 1.4975093e-07 ... 4.4354524e-09 1.7910132e-09
 7.6780422e-09]",embedding_kimia_subset62
169,"[1.0486318e-05 6.1128544e-06 2.9306216e-07 ... 8.6920497e-09 1.8033964e-08
 2.8977146e-08]",embedding_stl10_subset92
170,"[6.91754860e-04 1.68738165e-03 8.88337308e-05 ... 1.03657015e-07
 5.23834728e-07 8.71652759e-08]",embedding_chest_subset24
171,"[2.5384326e-04 3.6258769e-04 2.1481144e-04 ... 2.3595858e-07 7.4376679e-08
 8.6612516e-07]",embedding_pcam-middle_subset5
172,"[2.06032099e-04 2.22728238e-04 1.00481382e-04 ... 1.16220741e-10
 1.00149194e-07 4.55094238e-07]",embedding_pcam-small_subset88
173,"[7.3555193e-04 1.3342868e-04 1.3075104e-05 ... 9.0130561e-07 3.4914848e-07
 8.7654946e-08]",embedding_isic_subset55
174,"[2.3944392e-04 3.1944952e-04 1.7437103e-04 ... 1.7371543e-06 2.8944396e-06
 1.1351106e-06]",embedding_pcam-middle_subset12
175,"[3.3146152e-04 4.4972647e-04 2.1934834e-04 ... 4.7713438e-06 1.0346753e-06
 2.4705817e-12]",embedding_pcam-middle_subset79
176,"[2.9217186e-05 2.0176454e-05 2.0880589e-06 ... 1.3177450e-08 3.7746833e-08
 1.5688983e-07]",embedding_sti10_subset24
177,"[1.9874119e-06 1.9678895e-07 1.0222319e-07 ... 7.5632238e-09 2.3360696e-09
 9.0295682e-09]",embedding_kimia_subset85
178,"[3.1141153e-05 1.1961450e-05 5.2033636e-07 ... 1.5884501e-08 7.3629288e-08
 1.9529896e-08]",embedding_stl10_subset75
179,"[3.0653587e-06 4.0216937e-06 7.3622391e-07 ... 8.1832514e-09 7.8299447e-09
 1.2036016e-08]",embedding_textures_subset34
180,"[1.69695049e-04 2.24527656e-04 1.01144986e-04 ... 7.93735524e-07
 8.93646927e-07 4.55546768e-07]",embedding_pcam-small_subset82
181,"[6.8768259e-04 6.7408039e-04 1.9019268e-05 ... 1.3297846e-06 2.0393162e-07
 4.7265676e-08]",embedding_chest_subset45
182,"[2.5404737e-05 8.1799435e-06 9.4023073e-07 ... 6.4821206e-09 1.2917750e-08
 1.4336151e-08]",embedding_stl10_subset98
183,"[1.52043385e-05 3.37856818e-06 1.24430517e-06 ... 3.07875716e-08
 1.42484993e-07 1.01841824e-08]",embedding_kimia_subset68
184,"[3.4345902e-04 4.1591210e-04 2.1123710e-04 ... 1.6822725e-06 2.1073981e-06
 6.0531488e-06]",embedding_pcam-middle_subset94
185,"[2.1204492e-05 9.7436869e-06 1.0653707e-06 ... 3.6744193e-08 1.6463362e-08
 1.0379100e-08]",embedding_stl10_subset9
186,"[3.70296504e-04 1.00281344e-04 6.01525107e-06 ... 1.55216753e-07
 2.15310166e-07 9.98970080e-08]",embedding_isic_subset34
187,"[2.6454864e-04 3.2465885e-04 1.8638167e-04 ... 2.2348520e-06 9.9834654e-07
 1.0081675e-06]",embedding_pcam-middle_subset73
188,"[2.5562567e-04 3.8439102e-04 2.0126140e-04 ... 1.0849515e-06 1.3255746e-07
 1.1938610e-06]",embedding_pcam-middle_subset18
189,"[3.2397009e-05 2.0333728e-05 2.8930799e-06 ... 2.5025184e-08 5.7657132e-08
 1.0255449e-08]",embedding_sti10_subset45
190,"[1.6179400e-04 2.4575889e-04 1.2540290e-04 ... 1.7430665e-06 3.0902976e-09
 5.2439781e-09]",embedding_pcam-small_subset65
191,"[1.66979280e-05 9.52701885e-06 8.98735209e-07 ... 4.97720487e-09
 1.05465936e-07 1.14731975e-08]",embedding_stl10_subset14
192,"[1.3799684e-03 2.5899177e-03 7.2254516e-05 ... 5.4374220e-07 7.8561818e-08
 4.3828740e-07]",embedding_chest_subset37
193,"[2.2305578e-06 2.5083685e-07 9.4424666e-07 ... 7.5329026e-10 3.5739844e-09
 6.6258682e-10]",embedding_kimia_subset71
194,"[1.37478055e-05 5.53439122e-06 6.03937849e-07 ... 1.80591844e-08
 8.71549943e-09 1.61000031e-08]",embedding_stl10_subset81
195,"[1.13268588e-05 1.01556225e-05 2.15977047e-06 ... 1.83532585e-08
 9.09069886e-09 2.11634230e-08]",embedding_textures_subset46
196,"[1.3767635e-04 3.4384668e-04 1.2039777e-04 ... 8.9518460e-07 1.4272499e-07
 1.2377630e-07]",embedding_pcam-small_subset17
197,"[2.6217424e-06 1.9840853e-07 9.4560363e-07 ... 9.0578931e-09 6.4522871e-09
 2.3287416e-09]",embedding_kimia_subset96
198,"[8.06094522e-06 3.59655905e-06 5.44126976e-07 ... 1.43889265e-08
 1.02632498e-08 1.30145388e-08]",embedding_stl10_subset66
199,"[1.6761362e-05 1.5818838e-05 9.8658688e-07 ... 3.2778964e-08 2.9870254e-08
 4.2254911e-08]",embedding_sti10_subset37
200,"[6.3956191e-04 7.9122758e-05 4.4966100e-06 ... 1.3903343e-07 9.8867406e-07
 4.2824948e-07]",embedding_isic_subset4
201,"[2.8121957e-04 3.4081320e-05 1.9099680e-06 ... 1.3179497e-06 2.3947791e-07
 1.4808255e-07]",embedding_isic_subset46
202,"[2.5565180e-06 1.2333458e-05 1.2537174e-06 ... 1.3561094e-08 1.5010713e-08
 1.5806197e-08]",embedding_textures_subset4
203,"[1.7295718e-03 2.3155622e-03 1.1410243e-04 ... 4.9458714e-07 2.5803461e-08
 2.6952312e-06]",embedding_chest_subset7
204,"[2.5960707e-04 3.2621829e-04 1.8697348e-04 ... 1.8465309e-06 1.7191888e-07
 1.3884345e-07]",embedding_pcam-middle_subset87
205,"[8.2488946e-04 1.7270697e-03 1.2085830e-04 ... 2.5327950e-07 1.7249148e-06
 3.2479711e-08]",embedding_chest_subset56
206,"[1.7590129e-06 7.0364740e-07 5.4036281e-07 ... 2.4066571e-09 2.4529674e-09
 7.6804012e-09]",embedding_kimia_subset10
207,"[1.7805540e-04 1.5761812e-04 9.8808319e-05 ... 1.7833872e-07 4.7655493e-07
 2.4163504e-07]",embedding_pcam-small_subset91
208,"[5.3196268e-06 3.6523095e-06 9.4069026e-07 ... 3.5646355e-09 9.6884785e-09
 5.4908624e-09]",embedding_textures_subset27
209,"[1.7645028e-04 2.7720656e-04 1.5225974e-04 ... 1.7643841e-07 1.3026186e-06
 7.3877601e-07]",embedding_pcam-small_subset1
210,"[1.69438732e-04 2.47403077e-04 1.15617186e-04 ... 1.18801665e-07
 9.12820212e-07 2.73338152e-09]",embedding_pcam-small_subset76
211,"[1.7047911e-05 2.0198040e-05 1.0802402e-06 ... 2.1826359e-08 9.0658865e-08
 2.6020079e-08]",embedding_sti10_subset0
212,"[3.6576927e-05 2.7139457e-05 1.6104955e-06 ... 1.8400531e-08 5.8118918e-08
 8.3136506e-08]",embedding_sti10_subset56
213,"[2.4788431e-04 3.6662747e-04 1.6004560e-04 ... 1.9085189e-06 5.2222555e-07
 3.1095688e-08]",embedding_pcam-middle_subset60
214,"[7.9910614e-04 9.0416775e-05 1.2197528e-05 ... 1.4072536e-07 7.4303517e-07
 1.3778370e-07]",embedding_isic_subset27
215,"[2.1767110e-04 2.5886458e-05 4.4130397e-06 ... 1.3253702e-07 5.7088151e-08
 3.0800237e-08]",embedding_isic_subset63
216,"[1.7793877e-04 2.5288967e-04 1.3096703e-04 ... 2.6997934e-10 3.2820526e-07
 9.8217697e-07]",embedding_pcam-small_subset59
217,"[1.2379204e-05 5.0383410e-06 5.8212322e-07 ... 2.8260338e-08 1.2919354e-08
 1.0965995e-08]",embedding_stl10_subset28
218,"[2.6822268e-04 3.6055074e-04 1.7874257e-04 ... 1.1315512e-06 2.0459725e-06
 2.4288925e-06]",embedding_pcam-middle_subset24
219,"[2.0686046e-05 1.6141581e-05 1.7784990e-06 ... 6.6097208e-08 2.9867518e-08
 5.6069958e-08]",embedding_sti10_subset79
220,"[2.7229331e-05 2.6535281e-05 1.7419874e-06 ... 6.3804215e-08 2.1810614e-08
 5.4652784e-08]",embedding_sti10_subset12
221,"[6.3724065e-06 3.3626404e-06 1.1485834e-06 ... 1.6587069e-08 1.6434091e-08
 2.3767182e-08]",embedding_textures_subset84
222,"[9.7774144e-05 1.3231052e-04 4.8295176e-05 ... 2.5801731e-07 6.5715135e-08
 5.6445515e-11]",embedding_pcam-small_subset32
223,"[1.5727335e-05 1.4201922e-05 8.4073582e-07 ... 2.6731344e-08 2.2730713e-08
 5.6792229e-09]",embedding_stl10_subset43
224,"[3.2764226e-06 5.7353545e-06 2.3298694e-06 ... 1.6234875e-08 2.8115176e-08
 9.4342436e-09]",embedding_textures_subset63
225,"[2.2851445e-06 2.7166598e-07 3.3213058e-07 ... 6.7581865e-09 2.1361343e-08
 1.7965772e-09]",embedding_kimia_subset54
226,"[1.17059564e-03 1.48284005e-03 1.15258204e-04 ... 1.51133872e-06
 7.83517919e-07 4.25481915e-07]",embedding_chest_subset79
227,"[1.0511792e-03 1.1209434e-04 2.1002403e-05 ... 2.0232463e-07 1.9212359e-07
 8.3366933e-07]",embedding_isic_subset84
228,"[7.3720753e-04 1.7827312e-03 1.1608847e-04 ... 1.0058861e-06 2.3512637e-06
 2.4349852e-06]",embedding_chest_subset12
229,"[4.2347400e-04 1.1132715e-03 4.9288672e-05 ... 1.1298614e-07 9.5650696e-09
 8.9195061e-07]",embedding_chest_subset94
230,"[1.26667555e-05 5.81286076e-06 9.36206959e-07 ... 1.44178438e-08
 8.91900509e-09 1.48219303e-08]",embedding_stl10_subset49
231,"[1.3037796e-04 1.6953700e-04 9.6211785e-05 ... 3.7073119e-07 1.6059316e-07
 2.5213646e-07]",embedding_pcam-small_subset38
232,"[2.7584765e-04 3.6127141e-04 2.0916405e-04 ... 2.7984305e-07 2.7122380e-07
 1.4751251e-07]",embedding_pcam-middle_subset45
233,"[1.5715133e-05 1.2931434e-05 1.4605998e-06 ... 3.5955424e-08 8.2073640e-08
 1.2838199e-08]",embedding_sti10_subset18
234,"[1.6783000e-05 1.7496403e-05 1.0194634e-06 ... 1.0816698e-08 3.7738261e-08
 2.1821114e-08]",embedding_sti10_subset73
235,"[1.0693480e-05 3.9136271e-06 4.2708598e-07 ... 3.8516301e-09 1.5712034e-08
 3.8936259e-09]",embedding_stl10_subset22
236,"[1.6440873e-04 2.5146635e-04 1.4293355e-04 ... 3.8347569e-08 2.7139454e-06
 1.0613066e-09]",embedding_pcam-small_subset53
237,"[5.1842455e-04 6.0827730e-05 3.7242298e-06 ... 3.6579661e-07 1.8434156e-08
 6.2182431e-07]",embedding_isic_subset69
238,"[1.8830549e-05 2.1308002e-05 1.0814136e-06 ... 9.3231503e-09 1.2753831e-08
 4.4491696e-08]",embedding_sti10_subset94
239,"[7.6784490e-04 1.0940178e-03 7.3982381e-05 ... 1.1611492e-06 1.2562278e-06
 2.3893992e-06]",embedding_chest_subset18
240,"[2.5227648e-06 8.2759891e-07 1.0689018e-06 ... 5.2028519e-09 7.5362705e-10
 1.2243172e-09]",embedding_kimia_subset35
241,"[1.2256958e-03 1.2736329e-03 4.5118046e-05 ... 1.3973446e-06 3.2346217e-09
 1.9692250e-06]",embedding_chest_subset73
242,"[5.7180737e-06 5.0344538e-06 1.0670900e-06 ... 2.8401706e-08 8.7369081e-09
 7.8981266e-09]",embedding_textures_subset69
243,"[2.0541704e-05 1.8246355e-05 1.3146911e-06 ... 2.6232483e-08 7.3166051e-09
 4.7503846e-08]",embedding_sti10_subset77
244,"[1.0584165e-04 1.6127944e-04 8.1087252e-05 ... 8.2048587e-08 9.6024067e-08
 9.8593866e-08]",embedding_pcam-small_subset57
245,"[1.1796108e-05 7.6140600e-06 3.9031531e-07 ... 1.0386100e-08 5.9971121e-09
 9.8584882e-09]",embedding_stl10_subset26
246,"[1.0527293e-03 1.0391924e-03 7.4243297e-05 ... 1.3773763e-06 2.2501295e-07
 1.6530981e-07]",embedding_chest_subset90
247,"[3.3359043e-04 3.5880774e-04 1.5554625e-04 ... 3.2023820e-07 1.5758321e-06
 9.8238968e-07]",embedding_pcam-middle_subset41
248,"[5.3716963e-04 1.3853100e-03 6.2093313e-05 ... 1.9648116e-06 2.4726612e-06
 3.0207761e-07]",embedding_chest_subset77
249,"[1.3900053e-05 1.3465923e-05 1.4634591e-06 ... 1.2727847e-07 5.3192878e-08
 1.5371954e-07]",embedding_sti10_subset90
250,"[1.2587777e-06 1.5679905e-07 1.5736234e-07 ... 6.6865105e-09 6.6605579e-09
 3.9677919e-09]",embedding_kimia_subset31
251,"[4.6066011e-06 4.6538421e-06 9.9411363e-07 ... 5.3258655e-09 5.7845706e-09
 1.6331510e-08]",embedding_textures_subset80
252,"[2.9709396e-05 3.5576348e-05 1.8134471e-06 ... 4.4876487e-08 4.0320728e-08
 8.5689948e-08]",embedding_sti10_subset16
253,"[1.8228489e-05 6.3283933e-06 7.4852369e-07 ... 1.5469590e-08 6.8662098e-09
 2.2390553e-08]",embedding_stl10_subset47
254,"[1.2699333e-04 2.5059559e-04 9.9967772e-05 ... 6.4133843e-07 5.1788987e-07
 3.6365122e-07]",embedding_pcam-small_subset36
255,"[2.36702443e-04 7.09481392e-05 3.98394786e-06 ... 1.03524414e-07
 7.05624643e-07 2.10345846e-07]",embedding_isic_subset67
256,"[2.5800607e-04 3.6444174e-04 1.7080999e-04 ... 6.9581080e-07 5.5174660e-08
 1.5720840e-07]",embedding_pcam-middle_subset20
257,"[1.1016786e-03 1.7884625e-03 1.3368664e-04 ... 5.8085340e-07 4.0666731e-07
 1.1711386e-06]",embedding_chest_subset16
258,"[2.6975662e-04 8.8399938e-05 9.6883032e-06 ... 2.5660901e-08 3.0300246e-08
 3.6384125e-07]",embedding_isic_subset80
259,"[1.0755573e-05 4.5664310e-06 2.2476265e-06 ... 1.5792599e-08 2.2817646e-08
 2.5542372e-08]",embedding_textures_subset67
260,"[3.3142446e-06 1.0881340e-06 5.3832122e-07 ... 1.2932880e-08 4.4900936e-09
 1.1334955e-08]",embedding_kimia_subset50
261,"[2.16543878e-04 2.45362578e-04 1.19291515e-04 ... 8.59736474e-07
 1.48816639e-07 3.18588640e-08]",embedding_pcam-small_subset95
262,"[1.0728964e-03 1.8524175e-03 1.6374071e-04 ... 9.9527404e-07 9.9233500e-07
 2.5884215e-06]",embedding_chest_subset39
263,"[2.75642606e-06 7.30687475e-07 2.29993634e-06 ... 1.42087835e-08
 4.89468865e-09 3.14062953e-09]",embedding_kimia_subset14
264,"[1.7791307e-04 1.8296302e-04 1.0046197e-04 ... 3.4932714e-09 1.4117933e-06
 7.3411843e-07]",embedding_pcam-small_subset5
265,"[2.9546175e-06 1.5520123e-05 1.0785030e-06 ... 2.0635644e-08 1.2391428e-08
 8.4308063e-09]",embedding_textures_subset23
266,"[1.2252263e-03 1.3708650e-03 1.0725113e-04 ... 8.0211528e-08 2.1178732e-06
 4.0218970e-07]",embedding_chest_subset3
267,"[2.1915349e-04 2.7019632e-04 1.5416507e-04 ... 5.1791000e-07 1.6235806e-12
 1.2192032e-09]",embedding_pcam-middle_subset83
268,"[2.7247795e-06 5.8126639e-06 8.3568528e-07 ... 7.8519706e-09 6.6000903e-09
 8.1238500e-09]",embedding_textures_subset48
269,"[6.6623907e-04 1.5373139e-03 1.1054493e-04 ... 2.2915398e-09 3.9425340e-06
 2.7621155e-07]",embedding_chest_subset52
270,"[4.0023824e-05 3.5000874e-05 4.4597600e-06 ... 4.5552486e-08 1.0084106e-07
 2.6905104e-07]",embedding_sti10_subset39
271,"[2.9768684e-04 3.5016396e-04 1.8630360e-04 ... 3.0944824e-09 4.1876717e-07
 1.1074504e-06]",embedding_pcam-middle_subset64
272,"[9.8853685e-05 1.6810348e-04 8.1529804e-05 ... 1.7048357e-07 5.6164453e-08
 7.4564639e-07]",embedding_pcam-small_subset19
273,"[3.9710358e-04 1.7047748e-04 4.1003095e-06 ... 2.8686731e-07 2.2387514e-06
 4.8228958e-07]",embedding_isic_subset23
274,"[1.4092310e-05 6.3098996e-06 9.1212604e-07 ... 1.7307107e-08 5.9285914e-09
 2.9926831e-08]",embedding_stl10_subset68
275,"[2.6501239e-06 3.4748160e-07 1.6753468e-06 ... 7.5383531e-09 2.4981267e-08
 5.3408264e-09]",embedding_kimia_subset98
276,"[6.0142751e-04 1.2655630e-04 6.7098908e-06 ... 4.9348131e-07 1.0935249e-07
 2.1263488e-06]",embedding_isic_subset48
277,"[1.4548090e-04 1.7246173e-04 6.2928928e-05 ... 1.3282811e-07 3.7039808e-08
 9.2795582e-10]",embedding_pcam-small_subset72
278,"[3.1692103e-05 2.0884529e-05 1.5609429e-06 ... 9.2970936e-08 3.9119772e-08
 2.3599011e-08]",embedding_sti10_subset4
279,"[2.2973216e-05 1.9302342e-05 1.8893259e-06 ... 4.0524203e-08 6.4919853e-08
 1.1205062e-08]",embedding_sti10_subset52
280,"[1.75551736e-06 1.65782836e-07 2.56173081e-07 ... 4.17897095e-09
 1.32569244e-08 1.53641633e-08]",embedding_kimia_subset75
281,"[1.52349485e-05 1.06947045e-05 9.96637823e-07 ... 2.31885480e-08
 2.10516244e-08 2.39429809e-08]",embedding_stl10_subset85
282,"[9.4516767e-04 1.3716632e-03 1.5302638e-04 ... 1.1606637e-06 3.7559506e-08
 6.2763377e-07]",embedding_chest_subset58
283,"[4.7821568e-06 5.0149083e-06 1.7484751e-06 ... 7.0800317e-09 7.6168813e-09
 5.2065889e-09]",embedding_textures_subset42
284,"[3.0750685e-04 3.8615882e-04 2.0078672e-04 ... 4.0394678e-08 2.0848852e-06
 1.4571151e-06]",embedding_pcam-middle_subset89
285,"[1.7106320e-03 1.7123454e-03 1.2267737e-04 ... 2.0670387e-07 7.2219416e-07
 2.2206339e-06]",embedding_chest_subset9
286,"[3.1983636e-06 1.7775155e-05 1.3502045e-06 ... 1.8893203e-08 1.0358795e-08
 1.2138401e-08]",embedding_textures_subset29
287,"[1.3651666e-03 2.3907078e-03 9.9445242e-05 ... 1.2263700e-06 4.6376036e-07
 9.2410801e-08]",embedding_chest_subset33
288,"[1.4300046e-04 4.5894962e-05 6.1518363e-06 ... 9.6589055e-08 2.7991814e-07
 3.2987305e-07]",embedding_isic_subset0
289,"[4.0126015e-05 3.2758770e-05 2.1247563e-06 ... 1.0789180e-08 1.6036973e-08
 1.1923244e-07]",embedding_sti10_subset58
290,"[2.7542419e-06 3.6201545e-06 5.1375247e-07 ... 6.5701906e-09 2.5975346e-08
 3.9947071e-08]",embedding_textures_subset0
291,"[1.1855759e-04 2.1610864e-04 8.1109290e-05 ... 1.3886871e-07 6.9557052e-07
 9.7760120e-09]",embedding_pcam-small_subset78
292,"[1.0886713e-04 6.9030641e-05 1.1606954e-06 ... 9.3157652e-08 5.6839035e-08
 2.0688243e-07]",embedding_isic_subset42
293,"[1.8251329e-05 1.4695347e-05 2.4319615e-06 ... 3.0904754e-08 4.2540179e-08
 1.7152731e-08]",embedding_kimia_subset92
294,"[9.1382590e-06 6.8274499e-06 4.3150735e-07 ... 5.7881828e-09 2.9759221e-08
 1.9585146e-08]",embedding_stl10_subset62
295,"[1.7042541e-04 2.5792096e-05 3.0310671e-06 ... 3.7451464e-08 8.2052125e-08
 8.5712069e-09]",embedding_isic_subset29
296,"[1.2935979e-04 1.9252088e-04 9.7568707e-05 ... 2.7797698e-06 3.9437943e-08
 7.6319296e-08]",embedding_pcam-small_subset13
297,"[2.3293698e-05 1.4185754e-05 2.0799034e-06 ... 2.9125689e-08 4.2107487e-08
 4.3905974e-08]",embedding_sti10_subset33
298,"[2.2220134e-05 1.7084138e-05 1.3255320e-06 ... 3.4606572e-08 1.5763097e-08
 6.6653307e-08]",embedding_sti10_subset67
299,"[2.0622391e-04 2.9132637e-04 1.0736175e-04 ... 5.2827331e-10 2.1140710e-10
 5.8638864e-07]",embedding_pcam-small_subset47
300,"[3.4746099e-05 9.8491982e-06 8.5690488e-07 ... 3.7891137e-08 2.2123647e-08
 1.2735427e-08]",embedding_stl10_subset36
301,"[1.0933156e-04 3.0261965e-05 2.0513073e-06 ... 4.7956295e-08 2.2688850e-08
 2.4353358e-07]",embedding_isic_subset16
302,"[1.2207469e-03 1.8955526e-03 9.6509400e-05 ... 2.3869009e-07 1.3588144e-06
 1.6978062e-08]",embedding_chest_subset80
303,"[2.8185218e-04 3.3545838e-04 1.6451397e-04 ... 1.7093535e-08 1.9387642e-06
 1.4269693e-07]",embedding_pcam-middle_subset51
304,"[6.5031275e-04 1.7162958e-03 6.5564316e-05 ... 1.2857414e-07 5.7267826e-08
 4.7075954e-08]",embedding_chest_subset67
305,"[1.50732185e-05 1.78105274e-05 1.79535630e-06 ... 2.48392045e-08
 5.16677652e-08 1.44413477e-08]",embedding_sti10_subset80
306,"[2.4633209e-06 6.9584480e-06 7.5492437e-07 ... 2.0081545e-09 5.2921858e-09
 6.8594304e-09]",embedding_textures_subset16
307,"[1.0861814e-06 5.3029964e-07 1.1483969e-06 ... 1.7775619e-09 1.4466538e-09
 6.1402583e-10]",embedding_kimia_subset21
308,"[2.7327237e-06 5.8148876e-06 5.4196659e-07 ... 1.7073026e-08 1.7613935e-08
 1.3834610e-08]",embedding_textures_subset90
309,"[1.2495033e-05 1.2952251e-05 8.3150394e-07 ... 4.2491244e-08 1.6946759e-08
 4.5449070e-08]",embedding_stl10_subset57
310,"[1.3176391e-04 1.9828448e-04 8.9486835e-05 ... 3.7316767e-07 3.9223517e-07
 7.0730927e-10]",embedding_pcam-small_subset26
311,"[1.4927607e-06 8.6807700e-07 2.5042138e-07 ... 4.0117643e-09 2.0710020e-09
 6.2759056e-09]",embedding_kimia_subset1
312,"[4.0529238e-04 3.9562787e-05 3.4346710e-06 ... 3.8500076e-07 3.3774361e-06
 1.9376634e-07]",embedding_isic_subset77
313,"[2.6927033e-04 3.1924268e-04 1.6288689e-04 ... 2.3627435e-07 2.7526899e-06
 6.7628105e-07]",embedding_pcam-middle_subset30
314,"[4.6289651e-04 3.1610343e-04 1.0167546e-05 ... 1.4124515e-07 1.1951739e-08
 3.3063742e-07]",embedding_isic_subset90
315,"[1.8507991e-06 8.3426385e-06 6.7743809e-07 ... 4.1643444e-09 3.8003409e-09
 1.1194874e-08]",embedding_textures_subset77
316,"[1.0367339e-06 4.9475591e-07 1.4267896e-07 ... 9.9998871e-09 1.1434311e-09
 1.5480183e-09]",embedding_kimia_subset40
317,"[2.0945155e-04 4.8585530e-04 1.5050579e-04 ... 2.0400977e-07 1.1888523e-06
 6.1929620e-07]",embedding_pcam-small_subset85
318,"[6.2887464e-04 1.5258488e-03 9.9310346e-05 ... 1.9646302e-06 4.6679014e-07
 1.1858733e-06]",embedding_chest_subset29
